CONNECTION, LC_RMA_REQ_OTBN,         top_earlgrey.earlgrey_pd_main.u_lc_ctrl,    lc_nvm_rma_req_o,  top_earlgrey.earlgrey_pd_main.u_otbn,       lc_rma_req_i
CONNECTION, OTBN_RMA_ACK_LC,         top_earlgrey.earlgrey_pd_main.u_otbn,       lc_rma_ack_o,        top_earlgrey.earlgrey_pd_main.u_lc_ctrl,    lc_nvm_rma_ack_i[1]

# Verify lc_ctrl's clock bypass request connections.
CONNECTION, LC_CLK_BYP_REQ_CLKMGR,  top_earlgrey.earlgrey_pd_main.u_lc_ctrl,     lc_clk_byp_req_o,    top_earlgrey.earlgrey_pd_aon.u_clkmgr, lc_clk_byp_req_i
CONNECTION, CLKMGR_CLK_BYP_ACK_LC,  top_earlgrey.earlgrey_pd_aon.u_clkmgr,  lc_clk_byp_ack_o,    top_earlgrey.earlgrey_pd_main.u_lc_ctrl,    lc_clk_byp_ack_i

# Verify lc_ctrl's check bypass signal is correctly connected to OTP (used when programming a life cycle transition).
CONNECTION, LC_CHECK_BYP_EN_OTP,  top_earlgrey.earlgrey_pd_main.u_lc_ctrl,  lc_check_byp_en_o,    top_earlgrey.earlgrey_pd_main.u_otp_ctrl, lc_check_byp_en_i

# Verify lc_ctrl's access control modulation signals are correctly connected to OTP.
CONNECTION, LC_CREATOR_SEED_SW_RW_EN_OTP,   top_earlgrey.earlgrey_pd_main.u_lc_ctrl, lc_creator_seed_sw_rw_en_o, top_earlgrey.earlgrey_pd_main.u_otp_ctrl,   lc_creator_seed_sw_rw_en_i
CONNECTION, LC_SEED_HW_RD_EN_OTP,           top_earlgrey.earlgrey_pd_main.u_lc_ctrl, lc_seed_hw_rd_en_o,         top_earlgrey.earlgrey_pd_main.u_otp_ctrl,   lc_seed_hw_rd_en_i
CONNECTION, LC_RMA_STATE_OTP,               top_earlgrey.earlgrey_pd_main.u_lc_ctrl, lc_rma_state_o,             top_earlgrey.earlgrey_pd_main.u_otp_ctrl,   lc_rma_state_i
